"시점",전체,성별,성별,연령별,연령별,연령별,연령별,연령별,연령별,연령별,연령별
"시점",소계,남성,여성,3-9세,10대,20대,30대,40대,50대,60대,70세 이상
"2017",45283,23315,21968,2694,5237,6897,7555,8577,8298,4501,1524
"2018",46125,23708,22417,2781,5071,6945,7439,8484,8363,5107,1935
"2019",46353,23733,22621,2826,5004,6974,7388,8348,8486,5323,2004
"2020",46819,23989,22830,2959,4730,6968,7199,8274,8567,5920,2201
"2021",47317,24207,23110,2712,4583,6903,7039,8194,8503,6577,2804
